day,Longitude,Latitude,Area,new_cases,state,county
2,111.29254921035434,30.69744648449237,21081,60,湖北,宜昌
2,115.0455329089436,30.2052078489416,4583,71,湖北,黄石
2,112.20639298023002,31.041732575569625,12100,55,湖北,荆门
2,114.32851909026844,29.84705594764649,10019,52,湖北,咸宁
2,114.901607388271,30.39657217331699,1582,26,湖北,鄂州
2,110.80452956069568,32.63506185840116,23698,35,湖北,十堰
2,113.44960935856368,30.33358775114635,2538,19,湖北,仙桃
2,113.17240916632808,30.66962183009948,2622,2,湖北,天门
2,112.9054740908161,30.40835793241892,2004,9,湖北,潜江
2,114.06455183658753,22.548456637984177,1998,43,广东,深圳
2,113.27143134445974,23.13533630669501,7249,27,广东,广州
2,113.58255478654918,22.27656465424921,1737,13,广东,珠海
2,113.12851219549718,23.02775875078891,3798,3,广东,佛山
2,113.75842045787648,23.02730841164339,2460,6,广东,东莞
2,113.39942236263188,22.5223146707905,40,6,广东,中山
2,114.4235580165817,23.1163588547256,11347,1,广东,惠州
2,116.68852864054833,23.35909171772515,2199,1,广东,汕头
2,110.36555441392824,21.27672343901208,13263,1,广东,湛江
2,111.98848929181268,21.864339726138933,7956,2,广东,阳江
2,112.47148894063037,23.052888771125616,14891,3,广东,肇庆
2,116.12953737612249,24.29417753220621,15865,2,广东,梅州
2,113.06246832527266,23.688230292088083,19036,2,广东,清远
2,113.6035273456226,24.815881278583017,18413,1,广东,韶关
2,113.08855619524044,22.584603880965,9505,2,广东,江门
2,110.931542579969,21.66906403133209,11428,1,广东,茂名
2,114.09748283304512,32.15301454753105,18916,13,河南,信阳
2,112.53450131351325,32.99656220465144,26511,29,河南,南阳
2,113.63141920733916,34.75343885045448,7568,13,河南,郑州
2,114.02847078173272,33.01784241674367,15086,14,河南,驻马店
2,115.66244933826238,34.4202016658586,10703,18,河南,商丘
2,114.7079826661061,33.643083575264406,11961,5,河南,周口
2,113.93360046733228,35.3096399303368,8291,8,河南,新乡
2,114.39950042177432,36.10594098401491,7352,5,河南,安阳
2,113.19952856052156,33.772050748691015,7910,9,河南,平顶山
2,114.02342077764726,33.5877107071022,2692,3,河南,漯河
2,113.85847553685502,34.04143161161871,4979,4,河南,许昌
2,112.4594212983115,34.62426277921943,15236,5,河南,洛阳
2,114.32076511162192,34.80401391129182,6239,1,河南,开封
2,113.24854783457334,35.22096325403899,3972,4,河南,焦作
2,114.30359364247649,35.7523574114,2140,2,河南,鹤壁
2,115.03559747034215,35.76759302890629,4271,1,河南,濮阳
2,112.94547319535287,28.23488939994364,11816,23,湖南,长沙
2,113.13548942422142,29.3631782939259,14858,13,湖南,岳阳
2,111.474432885931,27.245270272808565,20822,4,湖南,邵阳
2,111.70545217995836,29.03774999940688,18176,5,湖南,常德
2,112.00150349288418,27.703208596991583,8110,5,湖南,娄底
2,110.00851426537254,27.57516090297852,27573,3,湖南,怀化
2,112.57844721325992,26.89957613918912,15300,3,湖南,衡阳
2,112.36151595471031,28.559711178489888,12320,5,湖南,益阳
2,113.14047079776428,27.833567639016444,11248,8,湖南,株洲
2,113.02146049909462,25.776683273601865,19342,1,湖南,郴州
2,112.95046418076468,27.835702227135585,5005,2,湖南,湘潭
2,117.23344266497664,31.826577833686887,11496,6,安徽,合肥
2,115.8204361249132,32.89606099485221,10119,14,安徽,阜阳
2,117.1212827542562,30.53922247681024,13528,8,安徽,安庆
2,115.7844632112745,33.850642695788835,8429,9,安徽,亳州
2,117.39551332813694,32.921523704350825,5959,6,安徽,蚌埠
2,116.52640966418568,31.741450815322555,15351,10,安徽,六安
2,116.97054394561262,33.65209532645213,9787,2,安徽,宿州
2,118.43943137653524,31.358536655799263,6026,5,安徽,芜湖
2,117.81847679445748,30.95123323991339,2992,1,安徽,铜陵
2,118.3394061359658,32.26127087204081,13433,3,安徽,滁州
2,116.8045372670298,33.96165630027632,2732,3,安徽,淮北
2,117.50208200570214,30.68054196371511,8399,4,安徽,池州
2,117.00638885071616,32.63184739905333,5650,1,安徽,淮南
2,115.8645894423166,28.68945529506072,7195,18,江西,南昌
2,115.96066124030492,29.666660847999456,19077,14,江西,九江
2,114.9235346513963,27.823578697788587,3160,9,江西,新余
2,117.94945960312224,28.460625921851733,22737,18,江西,上饶
2,114.4235636759064,27.820856421848216,19668,9,江西,宜春
2,114.9405033729825,25.83517610349765,39363,7,江西,赣州
2,116.36453876864373,27.954892253419565,18798,5,江西,抚州
2,113.89369655407104,27.664752547951164,3830,2,江西,萍乡
2,115.00051072001251,27.119726826070448,25285,2,江西,吉安
2,117.1845764463858,29.27424771104096,5262,1,江西,景德镇
2,120.59241222959322,31.303564074441766,8395,8,江苏,苏州
2,118.80242172124584,32.06465288561847,6586,4,江苏,南京
2,117.29057543439453,34.21266655011306,11445,3,江苏,徐州
2,120.318583288106,31.498809732685714,4572,2,江苏,无锡
2,119.9295663378548,32.4606750493083,5788,2,江苏,泰州
2,120.90159173866184,31.98654943120089,8397,3,江苏,南通
2,119.11976413248364,33.55666778025387,9816,4,江苏,淮安
2,119.98148471327892,31.81579565332784,4372,4,江苏,常州
2,119.22862133316607,34.60224952526725,7614,3,江苏,连云港
2,119.41941890822996,32.40067693609037,6504,1,江苏,扬州
2,118.28157403570836,33.96774971569008,8405,1,江苏,宿迁
2,119.43048944567384,32.19471592052375,3631,2,江苏,镇江
2,104.07274727406208,30.578993724029967,14335,10,四川,成都
2,106.11750261487228,30.84378250833704,12514,1,四川,南充
2,106.63955268233484,30.461746110678995,6339,3,四川,广安
2,105.06458802499718,29.58588653832045,5386,3,四川,内江
2,107.47459385897544,31.21430772392745,16605,2,四川,达州
2,104.40441936496448,31.133115003656755,5910,2,四川,德阳
2,105.4485240693266,28.87766830360723,12232,2,四川,泸州
2,105.85042318166482,32.44161630531542,16321,1,四川,广元
2,103.85656331579456,30.082526119421058,1181,2,四川,眉山
2,120.38945519114628,36.07222749666322,11290,4,山东,青岛
2,118.36353300501388,35.11067124236514,17191,3,山东,临沂
2,121.45441541730196,37.470038383730525,13865,4,山东,烟台
2,117.12639941261048,36.65655420178723,10244,3,山东,济南
2,116.59361234853988,35.420177394529645,11187,3,山东,济宁
2,117.33054194483896,34.815994048435115,4564,1,山东,枣庄
2,119.45862617085736,35.43829807753727,5359,2,山东,日照
2,117.0944948347959,36.2058580448846,7762,1,山东,泰安
2,117.9774040171467,37.3881961960769,9664,1,山东,滨州
2,115.99158784830443,36.46275818769411,8720,1,山东,聊城
2,115.48754503343376,35.23940742476551,12159,1,山东,菏泽
2,126.54161509031664,45.80882582795218,53186,18,黑龙江,哈尔滨
2,126.97535687530132,46.6600321798244,35211,6,黑龙江,绥化
2,131.14797357255904,46.68238905377044,22802,5,黑龙江,双鸭山
2,130.97561865876668,45.300872317823895,22551,3,黑龙江,鸡西
2,131.01154459102744,45.77630032154785,6221,1,黑龙江,七台河
2,123.92457086841536,47.3599771860153,44287,3,黑龙江,齐齐哈尔
2,130.3044328986694,47.35605615768509,14665,1,黑龙江,鹤岗
2,108.94646555063274,34.34726881662395,246,5,陕西,西安
2,107.02943020926465,33.073799907833795,27093,1,陕西,汉中
2,108.71542245143304,34.335476293368586,10323,2,陕西,咸阳
2,107.2445753670404,34.36891564286998,18120,2,陕西,宝鸡
2,109.92441788136406,33.87863385220776,19581,3,陕西,商洛
2,108.3734508258186,22.82260660118716,22099,5,广西,南宁
2,109.126533212566,21.48683649576942,3989,1,广西,北海
2,109.43442194634564,24.331961386852413,18596,1,广西,柳州
2,108.360418838298,21.6930052899694,6239,2,广西,防城港
2,107.8525266946543,24.70157894628611,33527,2,广西,河池
2,108.66058016842224,21.986593539484296,10884,1,广西,钦州
2,114.52140317439488,38.04829153846363,14530,5,河北,石家庄
2,116.84558075595014,38.31021514110704,13488,1,河北,沧州
2,114.5114622561298,37.07668595096609,12143,2,河北,邢台
2,114.5456282282352,36.631262731204046,12047,3,河北,邯郸
2,115.6754061376161,37.745191408077424,8758,1,河北,衡水
2,117.9693975099668,40.95785601233803,39719,1,河北,承德
2,102.83944512326052,24.886272111644136,21000,3,云南,昆明
2,100.80344682455636,22.013601254764165,19100,1,云南,西双版纳
2,102.55356029311,24.35771094244625,15300,1,云南,玉溪
2,103.72351177196887,27.34408386024681,23000,1,云南,昭通
2,103.8024348279468,25.496406931543667,29000,3,云南,曲靖
2,98.59135935611413,24.43801070275812,11500,1,云南,德宏
2,101.53441248050268,25.051773565340376,29300,1,云南,楚雄
2,104.22256899109432,23.40599429361173,31500,1,云南,文山
2,109.51855670139908,18.25873629174785,1918,1,海南,三亚
2,110.2067198964201,20.052113086180366,2315,1,海南,海口
2,110.39943436554806,18.800106988303387,1883,2,海南,万宁
2,109.58745583568611,19.5271461100442,3400,1,海南,儋州
2,110.01351091010903,19.74434867164637,2068,1,海南,澄迈
2,110.36553348340986,19.687119947910173,1196,2,海南,定安
2,108.65856652679174,19.10110473128863,2272,1,海南,东方
2,122.1771181899173,40.72579099974712,4121,2,辽宁,盘锦
2,123.73236520917769,42.22994799718447,13006,1,辽宁,铁岭
2,123.00137251399408,41.11505359694933,9252,1,辽宁,鞍山
2,112.75959475565928,37.69283940975972,16391,4,山西,晋中
2,111.01338945447924,35.03270691290923,14183,3,山西,运城
2,112.8585782313288,35.49628458647257,9425,1,山西,晋城
2,106.63657676352776,26.653324822309752,8035,3,贵州,贵阳
2,107.03792295677086,27.728325334416603,30763,1,贵州,遵义
2,105.2985887950112,27.29021508342595,26852,4,贵州,毕节
2,103.84052119633628,36.067234693545565,13083,2,甘肃,兰州
2,105.6136276933014,34.31947223058393,14431,2,甘肃,天水
2,125.3306020759069,43.82195350104314,24592,1,吉林,长春
2,124.35648155715892,43.171993571561,10296,7,吉林,四平
2,124.82944866070906,43.510832663153074,4027,2,吉林,公主岭
2,129.4773763202274,42.91574303372181,43474,1,吉林,延边
2,125.15042516688747,42.89405500574631,5125,3,吉林,辽源
2,119.78486907317954,49.172732795190655,260239,1,内蒙古,呼伦贝尔
2,106.23849358740016,38.4924600555096,8874,1,宁夏,银川
2,105.20357090088712,37.50570141870293,17448,1,宁夏,中卫
2,106.3906004255049,38.98968283991508,5208,1,宁夏,石嘴山
2,87.62443993536046,43.83076320429048,13788,2,新疆,乌鲁木齐
2,87.3150016244744,44.01685415991987,73659,1,新疆,昌吉
3,114.31158155473231,30.598466736400987,8483,1967,湖北,武汉
3,114.8784904841078,30.4593588576181,17453,223,湖北,黄冈
3,113.96346265773938,30.924526261070227,8941,342,湖北,孝感
3,112.12853720100244,32.014796804669224,19626,103,湖北,襄阳
3,112.24552262926136,30.340842107742912,14456,100,湖北,荆州
3,113.38945001822157,31.6965167723283,9616,65,湖北,随州
3,115.0455329089436,30.2052078489416,4583,104,湖北,黄石
3,111.29254921035434,30.69744648449237,21081,44,湖北,宜昌
3,112.20639298023002,31.041732575569625,12100,22,湖北,荆门
3,114.32851909026844,29.84705594764649,10019,36,湖北,咸宁
3,114.901607388271,30.39657217331699,1582,50,湖北,鄂州
3,110.80452956069568,32.63506185840116,23698,27,湖北,十堰
3,113.44960935856368,30.33358775114635,2538,37,湖北,仙桃
3,113.17240916632808,30.66962183009948,2622,11,湖北,天门
3,112.9054740908161,30.40835793241892,2004,10,湖北,潜江
3,114.06455183658753,22.548456637984177,1998,20,广东,深圳
3,113.27143134445974,23.13533630669501,7249,21,广东,广州
3,113.58255478654918,22.27656465424921,1737,5,广东,珠海
3,113.12851219549718,23.02775875078891,3798,3,广东,佛山
3,113.75842045787648,23.02730841164339,2460,7,广东,东莞
3,113.39942236263188,22.5223146707905,40,4,广东,中山
3,114.4235580165817,23.1163588547256,11347,2,广东,惠州
3,116.68852864054833,23.35909171772515,2199,2,广东,汕头
3,110.36555441392824,21.27672343901208,13263,3,广东,湛江
3,112.47148894063037,23.052888771125616,14891,1,广东,肇庆
3,116.12953737612249,24.29417753220621,15865,1,广东,梅州
3,113.06246832527266,23.688230292088083,19036,2,广东,清远
3,113.08855619524044,22.584603880965,9505,1,广东,江门
3,110.931542579969,21.66906403133209,11428,1,广东,茂名
3,114.09748283304512,32.15301454753105,18916,26,河南,信阳
3,112.53450131351325,32.99656220465144,26511,8,河南,南阳
3,113.63141920733916,34.75343885045448,7568,7,河南,郑州
3,114.02847078173272,33.01784241674367,15086,10,河南,驻马店
3,115.66244933826238,34.4202016658586,10703,1,河南,商丘
3,114.7079826661061,33.643083575264406,11961,4,河南,周口
3,113.93360046733228,35.3096399303368,8291,6,河南,新乡
3,114.39950042177432,36.10594098401491,7352,2,河南,安阳
3,113.19952856052156,33.772050748691015,7910,6,河南,平顶山
3,114.02342077764726,33.5877107071022,2692,1,河南,漯河
3,113.85847553685502,34.04143161161871,4979,5,河南,许昌
3,112.4594212983115,34.62426277921943,15236,5,河南,洛阳
3,114.32076511162192,34.80401391129182,6239,5,河南,开封
3,113.24854783457334,35.22096325403899,3972,3,河南,焦作
3,112.94547319535287,28.23488939994364,11816,16,湖南,长沙
3,113.13548942422142,29.3631782939259,14858,6,湖南,岳阳
3,111.474432885931,27.245270272808565,20822,13,湖南,邵阳
3,111.70545217995836,29.03774999940688,18176,6,湖南,常德
3,112.00150349288418,27.703208596991583,8110,5,湖南,娄底
3,112.36151595471031,28.559711178489888,12320,5,湖南,益阳
3,112.57844721325992,26.89957613918912,15300,4,湖南,衡阳
3,113.14047079776428,27.833567639016444,11248,4,湖南,株洲
3,111.61945505792228,26.42586411790009,22259,4,湖南,永州
3,113.02146049909462,25.776683273601865,19342,2,湖南,郴州
3,112.95046418076468,27.835702227135585,5005,2,湖南,湘潭
3,115.8645894423166,28.68945529506072,7195,13,江西,南昌
3,115.96066124030492,29.666660847999456,19077,8,江西,九江
3,114.9235346513963,27.823578697788587,3160,10,江西,新余
3,117.94945960312224,28.460625921851733,22737,19,江西,上饶
3,114.4235636759064,27.820856421848216,19668,3,江西,宜春
3,114.9405033729825,25.83517610349765,39363,6,江西,赣州
3,116.36453876864373,27.954892253419565,18798,10,江西,抚州
3,113.89369655407104,27.664752547951164,3830,2,江西,萍乡
3,117.0755754270272,28.26578706319141,3560,1,江西,鹰潭
3,117.23344266497664,31.826577833686887,11496,12,安徽,合肥
3,115.8204361249132,32.89606099485221,10119,5,安徽,阜阳
3,115.7844632112745,33.850642695788835,8429,10,安徽,亳州
3,117.1212827542562,30.53922247681024,13528,1,安徽,安庆
3,117.39551332813694,32.921523704350825,5959,5,安徽,蚌埠
3,116.52640966418568,31.741450815322555,15351,4,安徽,六安
3,118.5135795794315,31.676265597609103,4049,2,安徽,马鞍山
3,116.97054394561262,33.65209532645213,9787,1,安徽,宿州
3,118.43943137653524,31.358536655799263,6026,2,安徽,芜湖
3,116.8045372670298,33.96165630027632,2732,3,安徽,淮北
3,117.00638885071616,32.63184739905333,5650,4,安徽,淮南
3,117.50208200570214,30.68054196371511,8399,1,安徽,池州
3,120.59241222959322,31.303564074441766,8395,3,江苏,苏州
3,118.80242172124584,32.06465288561847,6586,3,江苏,南京
3,117.29057543439453,34.21266655011306,11445,6,江苏,徐州
3,120.318583288106,31.498809732685714,4572,1,江苏,无锡
3,119.9295663378548,32.4606750493083,5788,3,江苏,泰州
3,119.11976413248364,33.55666778025387,9816,4,江苏,淮安
3,120.90159173866184,31.98654943120089,8397,3,江苏,南通
3,119.98148471327892,31.81579565332784,4372,5,江苏,常州
3,119.22862133316607,34.60224952526725,7614,3,江苏,连云港
3,118.28157403570836,33.96774971569008,8405,1,江苏,宿迁
3,119.43048944567384,32.19471592052375,3631,1,江苏,镇江
3,104.07274727406208,30.578993724029967,14335,5,四川,成都
3,106.11750261487228,30.84378250833704,12514,1,四川,南充
3,107.47459385897544,31.21430772392745,16605,4,四川,达州
3,106.7515853031645,31.872888585956545,12312,3,四川,巴中
3,101.7255411709144,26.58803317333301,7440,1,四川,攀枝花
3,105.4485240693266,28.87766830360723,12232,1,四川,泸州
3,103.04954262360452,30.01679254570607,15046,1,四川,雅安
3,120.38945519114628,36.07222749666322,11290,5,山东,青岛
3,118.36353300501388,35.11067124236514,17191,3,山东,临沂
3,117.12639941261048,36.65655420178723,10244,4,山东,济南
3,122.12754097831323,37.5164305480148,5799,2,山东,威海
3,116.59361234853988,35.420177394529645,11187,2,山东,济宁
3,117.33054194483896,34.815994048435115,4564,1,山东,枣庄
3,119.16837791142822,36.71265155126753,16142,3,山东,潍坊
3,118.06145253489896,36.81908568332188,5964,2,山东,淄博
3,117.0944948347959,36.2058580448846,7762,2,山东,泰安
3,115.99158784830443,36.46275818769411,8720,2,山东,聊城
3,115.48754503343376,35.23940742476551,12159,2,山东,菏泽
3,126.54161509031664,45.80882582795218,53186,10,黑龙江,哈尔滨
3,126.97535687530132,46.6600321798244,35211,2,黑龙江,绥化
3,123.92457086841536,47.3599771860153,44287,14,黑龙江,齐齐哈尔
3,131.14797357255904,46.68238905377044,22802,4,黑龙江,双鸭山
3,130.97561865876668,45.300872317823895,22551,3,黑龙江,鸡西
3,129.6395397783469,44.55624570898632,38827,1,黑龙江,牡丹江
3,131.01154459102744,45.77630032154785,6221,1,黑龙江,七台河
3,108.94646555063274,34.34726881662395,246,10,陕西,西安
3,109.03560108265746,32.69051277057377,23535,2,陕西,安康
3,107.02943020926465,33.073799907833795,27093,3,陕西,汉中
3,108.71542245143304,34.335476293368586,10323,4,陕西,咸阳
3,109.51658960525896,34.50571551675255,13033,3,陕西,渭南
3,109.92441788136406,33.87863385220776,19581,1,陕西,商洛
3,109.126533212566,21.48683649576942,3989,2,广西,北海
3,108.3734508258186,22.82260660118716,22099,1,广西,南宁
3,110.1861948731516,25.24169878354397,27845,2,广西,桂林
3,109.43442194634564,24.331961386852413,18596,2,广西,柳州
3,108.360418838298,21.6930052899694,6239,2,广西,防城港
3,107.8525266946543,24.70157894628611,33527,1,广西,河池
3,108.66058016842224,21.986593539484296,10884,1,广西,钦州
3,115.4714638376858,38.87998776845534,22135,4,河北,保定
3,116.69058173342547,39.54336666275853,6420,1,河北,廊坊
3,118.1864594720398,39.63658372414733,13829,1,河北,唐山
3,114.89257223145164,40.7732372026915,36303,1,河北,张家口
3,117.9693975099668,40.95785601233803,39719,1,河北,承德
3,119.5259671942601,39.89472719832739,7813,1,河北,秦皇岛
3,100.80344682455636,22.013601254764165,19100,1,云南,西双版纳
3,103.72351177196887,27.34408386024681,23000,1,云南,昭通
3,103.8024348279468,25.496406931543667,29000,2,云南,曲靖
3,101.53441248050268,25.051773565340376,29300,1,云南,楚雄
3,109.51855670139908,18.25873629174785,1918,4,海南,三亚
3,110.2067198964201,20.052113086180366,2315,2,海南,海口
3,109.58745583568611,19.5271461100442,3400,2,海南,儋州
3,109.6974430148332,19.919474770278047,1317,1,海南,临高
3,110.01351091010903,19.74434867164637,2068,1,海南,澄迈
3,109.70348151429984,18.646909955375843,1161,2,海南,保亭
3,123.47109664482264,41.68383006919066,12860,3,辽宁,沈阳
3,121.62163148459284,38.9189536667856,13238,1,辽宁,大连
3,121.72412697548415,42.12391808286065,10445,2,辽宁,阜新
3,120.8433983399283,40.71736443636189,10440,1,辽宁,葫芦岛
3,112.75959475565928,37.69283940975972,16391,2,山西,晋中
3,111.01338945447924,35.03270691290923,14183,1,山西,运城
3,112.55639149167204,37.87698902884778,6909,3,山西,太原
3,112.4393709396677,39.337108370541735,10626,1,山西,朔州
3,106.63657676352776,26.653324822309752,8035,2,贵州,贵阳
3,105.2985887950112,27.29021508342595,26852,3,贵州,毕节
3,105.95441712388904,26.25925237871499,9269,1,贵州,安顺
3,103.84052119633628,36.067234693545565,13083,2,甘肃,兰州
3,125.3306020759069,43.82195350104314,24592,10,吉林,长春
3,124.35648155715892,43.171993571561,10296,1,吉林,四平
3,124.82944866070906,43.510832663153074,4027,1,吉林,公主岭
3,109.78744317923602,39.61448231394889,87123,2,内蒙古,鄂尔多斯
3,109.95979863201062,40.62714122474678,27768,1,内蒙古,包头
3,111.75550856170946,40.84842299711348,17420,1,内蒙古,呼和浩特
3,107.39439808372492,40.7493594895728,65139,1,内蒙古,巴彦淖尔
3,118.8955203975195,42.2616861034116,90021,1,内蒙古,赤峰
3,87.3150016244744,44.01685415991987,73659,1,新疆,昌吉
3,101.78445017050856,36.62338469651661,7524,2,青海,西宁
3,91.17845425628477,29.65948787983075,31662,1,西藏,拉萨
4,114.31158155473231,30.598466736400987,8483,1766,湖北,武汉
4,113.96346265773938,30.924526261070227,8941,424,湖北,孝感
4,114.8784904841078,30.4593588576181,17453,162,湖北,黄冈
4,113.38945001822157,31.6965167723283,9616,128,湖北,随州
4,112.24552262926136,30.340842107742912,14456,88,湖北,荆州
4,112.12853720100244,32.014796804669224,19626,52,湖北,襄阳
4,115.0455329089436,30.2052078489416,4583,57,湖北,黄石
4,111.29254921035434,30.69744648449237,21081,67,湖北,宜昌
4,112.20639298023002,31.041732575569625,12100,86,湖北,荆门
4,114.901607388271,30.39657217331699,1582,41,湖北,鄂州
4,114.32851909026844,29.84705594764649,10019,15,湖北,咸宁
4,110.80452956069568,32.63506185840116,23698,35,湖北,十堰
4,113.44960935856368,30.33358775114635,2538,40,湖北,仙桃
4,113.17240916632808,30.66962183009948,2622,10,湖北,天门
4,112.9054740908161,30.40835793241892,2004,10,湖北,潜江
4,114.06455183658753,22.548456637984177,1998,25,广东,深圳
4,113.27143134445974,23.13533630669501,7249,18,广东,广州
4,113.58255478654918,22.27656465424921,1737,4,广东,珠海
4,113.12851219549718,23.02775875078891,3798,1,广东,佛山
4,113.75842045787648,23.02730841164339,2460,3,广东,东莞
4,113.39942236263188,22.5223146707905,40,9,广东,中山
4,114.4235580165817,23.1163588547256,11347,4,广东,惠州
4,110.36555441392824,21.27672343901208,13263,1,广东,湛江
4,111.98848929181268,21.864339726138933,7956,1,广东,阳江
4,112.47148894063037,23.052888771125616,14891,2,广东,肇庆
4,116.12953737612249,24.29417753220621,15865,2,广东,梅州
4,113.08855619524044,22.584603880965,9505,2,广东,江门
4,116.37851218033846,23.555740488275585,5266,1,广东,揭阳
4,116.6294701736282,23.66262319261589,3146,1,广东,潮州
4,114.09748283304512,32.15301454753105,18916,26,河南,信阳
4,112.53450131351325,32.99656220465144,26511,4,河南,南阳
4,113.63141920733916,34.75343885045448,7568,10,河南,郑州
4,114.02847078173272,33.01784241674367,15086,16,河南,驻马店
4,115.66244933826238,34.4202016658586,10703,4,河南,商丘
4,114.7079826661061,33.643083575264406,11961,3,河南,周口
4,113.19952856052156,33.772050748691015,7910,7,河南,平顶山
4,113.93360046733228,35.3096399303368,8291,2,河南,新乡
4,114.39950042177432,36.10594098401491,7352,2,河南,安阳
4,114.02342077764726,33.5877107071022,2692,2,河南,漯河
4,113.85847553685502,34.04143161161871,4979,2,河南,许昌
4,112.4594212983115,34.62426277921943,15236,4,河南,洛阳
4,114.32076511162192,34.80401391129182,6239,1,河南,开封
4,113.24854783457334,35.22096325403899,3972,2,河南,焦作
4,115.03559747034215,35.76759302890629,4271,1,河南,濮阳
4,112.60858070620743,35.072907226846525,1899,1,河南,济源
4,112.94547319535287,28.23488939994364,11816,15,湖南,长沙
4,113.13548942422142,29.3631782939259,14858,4,湖南,岳阳
4,111.474432885931,27.245270272808565,20822,6,湖南,邵阳
4,111.70545217995836,29.03774999940688,18176,6,湖南,常德
4,112.00150349288418,27.703208596991583,8110,6,湖南,娄底
4,112.57844721325992,26.89957613918912,15300,4,湖南,衡阳
4,113.14047079776428,27.833567639016444,11248,3,湖南,株洲
4,112.36151595471031,28.559711178489888,12320,1,湖南,益阳
4,110.00851426537254,27.57516090297852,27573,1,湖南,怀化
4,111.61945505792228,26.42586411790009,22259,2,湖南,永州
4,113.02146049909462,25.776683273601865,19342,1,湖南,郴州
4,112.95046418076468,27.835702227135585,5005,1,湖南,湘潭
4,115.8645894423166,28.68945529506072,7195,15,江西,南昌
4,115.96066124030492,29.666660847999456,19077,6,江西,九江
4,114.9235346513963,27.823578697788587,3160,9,江西,新余
4,117.94945960312224,28.460625921851733,22737,9,江西,上饶
4,114.4235636759064,27.820856421848216,19668,6,江西,宜春
4,114.9405033729825,25.83517610349765,39363,4,江西,赣州
4,116.36453876864373,27.954892253419565,18798,2,江西,抚州
4,113.89369655407104,27.664752547951164,3830,1,江西,萍乡
4,117.23344266497664,31.826577833686887,11496,11,安徽,合肥
4,115.8204361249132,32.89606099485221,10119,11,安徽,阜阳
4,115.7844632112745,33.850642695788835,8429,8,安徽,亳州
4,117.39551332813694,32.921523704350825,5959,16,安徽,蚌埠
4,117.1212827542562,30.53922247681024,13528,4,安徽,安庆
4,116.52640966418568,31.741450815322555,15351,2,安徽,六安
4,118.43943137653524,31.358536655799263,6026,3,安徽,芜湖
4,116.97054394561262,33.65209532645213,9787,1,安徽,宿州
4,117.81847679445748,30.95123323991339,2992,1,安徽,铜陵
4,116.8045372670298,33.96165630027632,2732,3,安徽,淮北
4,118.76553424276744,30.94660154529291,12340,1,安徽,宣城
4,108.77458600709744,28.8470402586741,5168,1,重庆,酉阳
4,120.59241222959322,31.303564074441766,8395,5,江苏,苏州
4,118.80242172124584,32.06465288561847,6586,5,江苏,南京
4,119.11976413248364,33.55666778025387,9816,8,江苏,淮安
4,120.318583288106,31.498809732685714,4572,2,江苏,无锡
4,119.9295663378548,32.4606750493083,5788,2,江苏,泰州
4,120.90159173866184,31.98654943120089,8397,2,江苏,南通
4,119.98148471327892,31.81579565332784,4372,3,江苏,常州
4,119.22862133316607,34.60224952526725,7614,2,江苏,连云港
4,120.167544265761,33.3551009176262,16723,1,江苏,盐城
4,119.43048944567384,32.19471592052375,3631,2,江苏,镇江
4,120.38945519114628,36.07222749666322,11290,7,山东,青岛
4,117.12639941261048,36.65655420178723,10244,4,山东,济南
4,118.36353300501388,35.11067124236514,17191,2,山东,临沂
4,116.59361234853988,35.420177394529645,11187,9,山东,济宁
4,121.45441541730196,37.470038383730525,13865,3,山东,烟台
4,122.12754097831323,37.5164305480148,5799,1,山东,威海
4,116.36555674397472,37.441308454576266,10361,7,山东,德州
4,119.16837791142822,36.71265155126753,16142,5,山东,潍坊
4,117.0944948347959,36.2058580448846,7762,4,山东,泰安
4,115.99158784830443,36.46275818769411,8720,3,山东,聊城
4,104.07274727406208,30.578993724029967,14335,5,四川,成都
4,106.11750261487228,30.84378250833704,12514,1,四川,南充
4,107.47459385897544,31.21430772392745,16605,3,四川,达州
4,106.7515853031645,31.872888585956545,12312,4,四川,巴中
4,104.6855618607612,31.473663048745863,20248,1,四川,绵阳
4,105.06458802499718,29.58588653832045,5386,1,四川,内江
4,105.4485240693266,28.87766830360723,12232,2,四川,泸州
4,104.6494037048691,28.75800702855183,13271,1,四川,宜宾
4,126.54161509031664,45.80882582795218,53186,9,黑龙江,哈尔滨
4,126.97535687530132,46.6600321798244,35211,5,黑龙江,绥化
4,123.92457086841536,47.3599771860153,44287,6,黑龙江,齐齐哈尔
4,130.97561865876668,45.300872317823895,22551,9,黑龙江,鸡西
4,131.14797357255904,46.68238905377044,22802,4,黑龙江,双鸭山
4,125.1086576340204,46.59363317672175,21643,2,黑龙江,大庆
4,130.327359092573,46.80568999085779,32470,1,黑龙江,佳木斯
4,129.6395397783469,44.55624570898632,38827,1,黑龙江,牡丹江
4,108.94646555063274,34.34726881662395,246,4,陕西,西安
4,109.03560108265746,32.69051277057377,23535,2,陕西,安康
4,107.02943020926465,33.073799907833795,27093,1,陕西,汉中
4,109.74161603381395,38.290883835484046,42923,1,陕西,榆林
4,109.126533212566,21.48683649576942,3989,2,广西,北海
4,108.3734508258186,22.82260660118716,22099,2,广西,南宁
4,110.1861948731516,25.24169878354397,27845,1,广西,桂林
4,109.43442194634564,24.331961386852413,18596,3,广西,柳州
4,108.360418838298,21.6930052899694,6239,2,广西,防城港
4,107.8525266946543,24.70157894628611,33527,2,广西,河池
