CityName,CityShortName,CityCode,ParentCode,LastUpdate,totalConfirmed,totalHealed,totalDeath,incrConfirmed,incrHealed,incrDeath
朔州市,朔州,1406,14,2022-06-04,20,20,0,0,,
晋中市,晋中,1407,14,2022-06-04,59,59,0,0,,
运城市,运城,1408,14,2022-06-04,33,33,0,0,,
忻州市,忻州,1409,14,2022-06-04,14,14,0,0,,
临汾市,临汾,1410,14,2022-06-04,3,3,0,0,,
吕梁市,吕梁,1411,14,2022-06-04,6,6,0,0,,
内蒙古自治区,内蒙古,15,0,2022-06-04,1767,1752,1,11,0.0,0.0
呼和浩特市,呼和浩特,1501,15,2022-06-04,446,446,0,0,,
包头市,包头,1502,15,2022-06-04,39,39,0,0,,
乌海市,乌海,1503,15,2022-06-04,2,2,0,0,,
赤峰市,赤峰,1504,15,2022-06-04,13,13,0,0,,
通辽市,通辽,1505,15,2022-06-04,19,18,0,1,,
鄂尔多斯市,鄂尔多斯,1506,15,2022-06-04,15,15,0,0,,
呼伦贝尔市,呼伦贝尔,1507,15,2022-06-04,658,658,0,0,,
巴彦淖尔市,巴彦淖尔,1508,15,2022-06-04,13,12,1,0,,
乌兰察布市,乌兰察布,1509,15,2022-06-04,3,3,0,0,,
兴安盟,兴安盟,1522,15,2022-06-04,3,3,0,0,,
锡林郭勒盟,锡林郭勒,1525,15,2022-06-04,42,29,0,10,,
阿拉善盟,阿拉善盟,1529,15,2022-06-04,167,167,0,0,,
辽宁省,辽宁,21,0,2022-06-04,1675,1671,2,0,0.0,0.0
沈阳市,沈阳,2101,21,2022-06-04,246,151,0,0,,
大连市,大连,2102,21,2022-06-04,620,603,0,0,,
鞍山市,鞍山,2103,21,2022-06-04,19,14,0,0,,
抚顺市,抚顺,2104,21,2022-06-04,1,1,0,0,,
本溪市,本溪,2105,21,2022-06-04,4,4,0,0,,
丹东市,丹东,2106,21,2022-06-04,54,11,0,0,,
锦州市,锦州,2107,21,2022-06-04,15,14,0,0,,
营口市,营口,2108,21,2022-06-04,218,125,0,0,,
阜新市,阜新,2109,21,2022-06-04,10,8,0,0,,
辽阳市,辽阳,2110,21,2022-06-04,12,12,0,0,,
盘锦市,盘锦,2111,21,2022-06-04,14,14,0,0,,
铁岭市,铁岭,2112,21,2022-06-04,14,12,0,0,,
朝阳市,朝阳,2113,21,2022-06-04,510,21,0,2,,
葫芦岛市,葫芦岛,2114,21,2022-06-04,227,207,1,0,,
吉林省,吉林,22,0,2022-06-04,40293,40142,5,0,16.0,0.0
长春市,长春,2201,22,2022-06-04,25176,24661,0,0,,
吉林市,吉林,2202,22,2022-06-04,40293,40142,5,0,16.0,0.0
四平市,四平,2203,22,2022-06-04,244,242,1,0,,
辽源市,辽源,2204,22,2022-06-04,9,9,0,0,,
通化市,通化,2205,22,2022-06-04,314,312,1,0,,
白山市,白山,2206,22,2022-06-04,24,24,0,0,,
松原市,松原,2207,22,2022-06-04,18,18,0,0,,
白城市,白城,2208,22,2022-06-04,145,145,0,0,,
延边朝鲜族自治州,延边,2224,22,2022-06-04,191,189,0,0,,
黑龙江省,黑龙江,23,0,2022-06-04,2984,2970,13,0,0.0,0.0
哈尔滨市,哈尔滨,2301,23,2022-06-04,1341,1337,4,0,,
齐齐哈尔市,齐齐哈尔,2302,23,2022-06-04,45,44,1,0,,
鸡西市,鸡西,2303,23,2022-06-04,52,52,0,0,,
鹤岗市,鹤岗,2304,23,2022-06-04,5,5,0,0,,
双鸭山市,双鸭山,2305,23,2022-06-04,52,49,3,0,,
大庆市,大庆,2306,23,2022-06-04,37,36,1,0,,
伊春市,伊春,2307,23,2022-06-04,1,1,0,0,,
佳木斯市,佳木斯,2308,23,2022-06-04,56,56,0,0,,
七台河市,七台河,2309,23,2022-06-04,18,18,0,0,,
牡丹江市,牡丹江,2310,23,2022-06-04,100,100,0,0,,
黑河市,黑河,2311,23,2022-06-04,297,297,0,0,,
绥化市,绥化,2312,23,2022-06-04,539,535,4,0,,
大兴安岭地区,大兴,2327,23,2022-06-04,162,111,0,0,,
上海市,上海,31,0,2022-06-04,63033,61989,595,7,180.0,0.0
黄浦区,黄浦,310101,31,2022-06-04,6611,5218,0,1,,
徐汇区,徐汇,310104,31,2022-06-04,4677,3516,1,1,,
长宁区,长宁,310105,31,2022-06-04,2408,1876,0,0,,
静安区,静安,310106,31,2022-06-04,3240,2416,1,0,,
普陀区,普陀,310107,31,2022-06-04,1785,1291,0,0,,
虹口区,虹口,310109,31,2022-06-04,3690,2632,0,0,,
杨浦区,杨浦,310110,31,2022-06-04,2382,1194,0,2,,
闵行区,闵行,310112,31,2022-06-04,5393,4713,0,0,,
宝山区,宝山,310113,31,2022-06-04,3083,2460,1,0,,
嘉定区,嘉定,310114,31,2022-06-04,2633,2358,2,0,,
浦东新区,浦东,310115,31,2022-06-04,17111,15902,1,1,,
金山区,金山,310116,31,2022-06-04,339,328,0,0,,
松江区,松江,310117,31,2022-06-04,2974,2894,0,0,,
青浦区,青浦,310118,31,2022-06-04,1324,1253,0,0,,
奉贤区,奉贤,310120,31,2022-06-04,240,153,0,0,,
崇明区,崇明,310151,31,2022-06-04,396,225,0,0,,
江苏省,江苏,32,0,2022-06-04,2235,2224,0,0,2.0,0.0
南京市,南京,3201,32,2022-06-04,375,331,0,0,,
无锡市,无锡,3202,32,2022-06-04,74,55,0,0,,
徐州市,徐州,3203,32,2022-06-04,153,79,0,0,,
常州市,常州,3204,32,2022-06-04,84,54,0,0,,
苏州市,苏州,3205,32,2022-06-04,228,205,0,0,,
南通市,南通,3206,32,2022-06-04,41,40,0,0,,
连云港市,连云港,3207,32,2022-06-04,195,193,0,0,,
淮安市,淮安,3208,32,2022-06-04,83,78,0,0,,
盐城市,盐城,3209,32,2022-06-04,68,27,0,0,,
扬州市,扬州,3210,32,2022-06-04,594,593,0,0,,
镇江市,镇江,3211,32,2022-06-04,24,12,0,0,,
泰州市,泰州,3212,32,2022-06-04,47,37,0,0,,
宿迁市,宿迁,3213,32,2022-06-04,29,16,0,0,,
浙江省,浙江,33,0,2022-06-04,3138,3118,1,1,1.0,0.0
杭州市,杭州,3301,33,2022-06-04,530,328,0,0,,
宁波市,宁波,3302,33,2022-06-04,330,269,0,0,,
温州市,温州,3303,33,2022-06-04,521,503,1,0,,
嘉兴市,嘉兴,3304,33,2022-06-04,176,46,0,0,,
湖州市,湖州,3305,33,2022-06-04,37,10,0,0,,
绍兴市,绍兴,3306,33,2022-06-04,453,430,0,0,,
金华市,金华,3307,33,2022-06-04,142,57,0,0,,
衢州市,衢州,3308,33,2022-06-04,116,22,0,0,,
舟山市,舟山,3309,33,2022-06-04,28,10,0,0,,
台州市,台州,3310,33,2022-06-04,149,147,0,0,,
丽水市,丽水,3311,33,2022-06-04,22,17,0,0,,
安徽省,安徽,34,0,2022-06-04,1065,1059,6,0,0.0,0.0
合肥市,合肥,3401,34,2022-06-04,178,177,1,0,,
芜湖市,芜湖,3402,34,2022-06-04,40,40,0,0,,
蚌埠市,蚌埠,3403,34,2022-06-04,160,155,5,0,,
淮南市,淮南,3404,34,2022-06-04,36,36,0,0,,
马鞍山市,鞍山,3405,34,2022-06-04,19,14,0,0,,
淮北市,淮北,3406,34,2022-06-04,28,28,0,0,,
铜陵市,铜陵,3407,34,2022-06-04,33,33,0,0,,
安庆市,安庆,3408,34,2022-06-04,83,83,0,0,,
黄山市,黄山,3410,34,2022-06-04,9,9,0,0,,
滁州市,滁州,3411,34,2022-06-04,15,15,0,0,,
阜阳市,阜阳,3412,34,2022-06-04,163,163,0,0,,
宿州市,宿州,3413,34,2022-06-04,42,42,0,0,,
六安市,六安,3415,34,2022-06-04,84,84,0,0,,
亳州市,亳州,3416,34,2022-06-04,108,108,0,0,,
池州市,池州,3417,34,2022-06-04,21,21,0,0,,
宣城市,宣城,3418,34,2022-06-04,9,9,0,0,,
福建省,福建,35,0,2022-06-04,3285,3219,1,7,12.0,0.0
福州市,福州,3501,35,2022-06-04,74,71,1,0,,
厦门市,厦门,3502,35,2022-06-04,321,285,0,0,,
莆田市,莆田,3503,35,2022-06-04,322,275,0,0,,
三明市,三明,3504,35,2022-06-04,15,14,0,0,,
泉州市,泉州,3505,35,2022-06-04,1187,1179,0,0,,
漳州市,漳州,3506,35,2022-06-04,40,23,0,0,,
南平市,南平,3507,35,2022-06-04,23,20,0,0,,
龙岩市,龙岩,3508,35,2022-06-04,6,6,0,0,,
宁德市,宁德,3509,35,2022-06-04,77,26,0,0,,
江西省,江西,36,0,2022-06-04,1383,1382,1,0,0.0,0.0
南昌市,南昌,3601,36,2022-06-04,455,455,0,0,,
景德镇市,景德镇,3602,36,2022-06-04,6,6,0,0,,
萍乡市,萍乡,3603,36,2022-06-04,33,33,0,0,,
九江市,九江,3604,36,2022-06-04,121,121,0,0,,
新余市,新余,3605,36,2022-06-04,129,129,0,0,,
鹰潭市,鹰潭,3606,36,2022-06-04,18,18,0,0,,
赣州市,赣州,3607,36,2022-06-04,76,75,1,0,,
吉安市,吉安,3608,36,2022-06-04,23,23,0,0,,
宜春市,宜春,3609,36,2022-06-04,106,106,0,0,,
抚州市,抚州,3610,36,2022-06-04,73,73,0,0,,
上饶市,上饶,3611,36,2022-06-04,328,326,0,0,,
山东省,山东,37,0,2022-06-04,2735,2727,7,0,0.0,0.0
济南市,济南,3701,37,2022-06-04,135,135,0,0,,
青岛市,青岛,3702,37,2022-06-04,992,991,1,0,,
淄博市,淄博,3703,37,2022-06-04,77,76,1,0,,
枣庄市,枣庄,3704,37,2022-06-04,33,33,0,0,,
东营市,东营,3705,37,2022-06-04,0,0,0,0,,
烟台市,烟台,3706,37,2022-06-04,91,91,0,0,,
潍坊市,潍坊,3707,37,2022-06-04,52,52,0,0,,
济宁市,济宁,3708,37,2022-06-04,263,263,0,0,,
泰安市,泰安,3709,37,2022-06-04,47,44,2,0,,
威海市,威海,3710,37,2022-06-04,107,106,1,0,,
日照市,日照,3711,37,2022-06-04,37,37,0,0,,
莱芜市,莱芜,3712,37,2020-06-21,0,0,0,0,0.0,0.0
临沂市,临沂,3713,37,2022-06-04,66,62,0,0,,
德州市,德州,3714,37,2022-06-04,118,116,2,0,,
聊城市,聊城,3715,37,2022-06-04,38,38,0,0,,
滨州市,滨州,3716,37,2022-06-04,217,217,0,0,,
菏泽市,菏泽,3717,37,2022-06-04,20,20,0,0,,
河南省,河南,41,0,2022-06-04,3183,3113,22,0,2.0,0.0
郑州市,郑州,4101,41,2022-06-04,606,487,5,0,,
开封市,开封,4102,41,2022-06-04,39,33,0,0,,
洛阳市,洛阳,4103,41,2022-06-04,45,40,1,0,,
平顶山市,平顶山,4104,41,2022-06-04,71,58,1,0,,
安阳市,安阳,4105,41,2022-06-04,555,522,0,0,,
鹤壁市,鹤壁,4106,41,2022-06-04,19,19,0,0,,
新乡市,新乡,4107,41,2022-06-04,57,54,3,0,,
焦作市,焦作,4108,41,2022-06-04,46,45,1,0,,
濮阳市,濮阳,4109,41,2022-06-04,27,17,0,0,,
许昌市,许昌,4110,41,2022-06-04,568,412,1,0,,
漯河市,漯河,4111,41,2022-06-04,44,36,0,0,,
三门峡市,三门峡,4112,41,2022-06-04,8,7,1,0,,
南阳市,南阳,4113,41,2022-06-04,156,153,3,0,,
商丘市,商丘,4114,41,2022-06-04,112,106,3,0,,
信阳市,信阳,4115,41,2022-06-04,288,275,2,0,,
周口市,周口,4116,41,2022-06-04,183,100,1,0,,
驻马店市,驻马店,4117,41,2022-06-04,143,143,0,0,,
济源市,济源示范区,419001,41,2022-06-04,5,5,0,0,,
湖北省,湖北,42,0,2022-06-04,68399,63886,4512,0,0.0,0.0
武汉市,武汉,4201,42,2022-06-04,50424,46554,3869,0,,
黄石市,黄石,4202,42,2022-06-04,1015,976,39,0,,
十堰市,十堰,4203,42,2022-06-04,673,665,8,0,,
宜昌市,宜昌,4205,42,2022-06-04,932,895,37,0,,
襄阳市,襄阳,4206,42,2022-06-04,1175,1135,40,0,,
鄂州市,鄂州,4207,42,2022-06-04,1395,1336,59,0,,
荆门市,荆门,4208,42,2022-06-04,971,930,41,0,,
孝感市,孝感,4209,42,2022-06-04,3518,3389,129,0,,
荆州市,荆州,4210,42,2022-06-04,1582,1530,52,0,,
黄冈市,黄冈,4211,42,2022-06-04,2913,2788,125,0,,
咸宁市,咸宁,4212,42,2022-06-04,836,821,15,0,,
随州市,随州,4213,42,2022-06-04,1307,1262,45,0,,
恩施土家族苗族自治州,恩施州,4228,42,2022-06-04,253,246,7,0,,
仙桃市,仙桃,429004,42,2022-06-04,575,553,22,0,,
潜江市,潜江,429005,42,2022-06-04,198,189,9,0,,
天门市,天门,429006,42,2022-06-04,498,483,15,0,,
神农架林区,神农架,429021,42,2022-06-04,11,11,0,0,,
湖南省,湖南,43,0,2022-06-04,1393,1389,4,0,0.0,0.0
长沙市,长沙,4301,43,2022-06-04,274,267,2,0,,
株洲市,株洲,4302,43,2022-06-04,110,110,0,0,,
湘潭市,湘潭,4303,43,2022-06-04,41,39,0,0,,
衡阳市,衡阳,4304,43,2022-06-04,53,53,0,0,,
邵阳市,邵阳,4305,43,2022-06-04,154,102,1,0,,
岳阳市,岳阳,4306,43,2022-06-04,159,157,1,0,,
常德市,常德,4307,43,2022-06-04,82,82,0,0,,
张家界市,张家界,4308,43,2022-06-04,77,77,0,0,,
益阳市,益阳,4309,43,2022-06-04,65,65,0,0,,
郴州市,郴州,4310,43,2022-06-04,40,39,0,0,,
永州市,永州,4311,43,2022-06-04,45,44,0,0,,
怀化市,怀化,4312,43,2022-06-04,65,64,0,0,,
娄底市,娄底,4313,43,2022-06-04,82,82,0,0,,
湘西土家族苗族自治州,湘西自治州,4331,43,2022-06-04,13,10,0,0,,
广东省,广东,44,0,2022-06-04,7311,7270,8,4,3.0,0.0
广州市,广州,4401,44,2022-06-04,949,609,1,0,,
韶关市,韶关,4402,44,2022-06-04,12,9,1,0,,
深圳市,深圳,4403,44,2022-06-04,1385,778,3,0,,
珠海市,珠海,4404,44,2022-06-04,146,115,1,0,,
汕头市,汕头,4405,44,2022-06-04,26,25,0,0,,
佛山市,佛山,4406,44,2022-06-04,106,101,0,0,,
江门市,江门,4407,44,2022-06-04,28,23,0,0,,
湛江市,湛江,4408,44,2022-06-04,111,23,0,0,,
茂名市,茂名,4409,44,2022-06-04,21,14,0,0,,
肇庆市,肇庆,4412,44,2022-06-04,27,18,1,0,,
惠州市,惠州,4413,44,2022-06-04,70,62,0,0,,
梅州市,梅州,4414,44,2022-06-04,18,17,0,0,,
汕尾市,汕尾,4415,44,2022-06-04,8,6,0,0,,
河源市,河源,4416,44,2022-06-04,7,5,0,0,,
阳江市,阳江,4417,44,2022-06-04,15,14,0,0,,
清远市,清远,4418,44,2022-06-04,12,12,0,0,,
潮州市,潮州,4451,44,2022-06-04,5,5,0,0,,
揭阳市,揭阳,4452,44,2022-06-04,10,10,0,0,,
云浮市,云浮,4453,44,2022-06-04,7,0,0,0,,
东莞市,东莞,4419,44,2022-06-04,348,347,1,0,,
中山市,中山,4420,44,2022-06-04,84,71,0,0,,
广西壮族自治区,广西,45,0,2022-06-04,1639,1623,2,1,2.0,0.0
南宁市,南宁,4501,45,2022-06-04,60,60,0,0,,
柳州市,柳州,4502,45,2022-06-04,24,24,0,0,,
桂林市,桂林,4503,45,2022-06-04,34,34,0,0,,
梧州市,梧州,4504,45,2022-06-04,5,5,0,0,,
北海市,北海,4505,45,2022-06-04,45,44,1,0,,
防城港市,防城港,4506,45,2022-06-04,90,90,0,0,,
钦州市,钦州,4507,45,2022-06-04,27,27,0,0,,
贵港市,贵港,4508,45,2022-06-04,8,8,0,0,,
玉林市,玉林,4509,45,2022-06-04,12,12,0,0,,
百色市,百色,4510,45,2022-06-04,283,283,0,0,,
贺州市,贺州,4511,45,2022-06-04,4,4,0,0,,
河池市,河池,4512,45,2022-06-04,30,29,1,0,,
来宾市,来宾,4513,45,2022-06-04,11,11,0,0,,
崇左市,崇左,4514,45,2022-06-04,2,2,0,0,,
海南省,海南,46,0,2022-06-04,288,282,6,0,0.0,0.0
海口市,海口,4601,46,2022-06-04,51,41,0,0,,
三亚市,三亚,4602,46,2022-06-04,129,57,1,0,,
三沙市,三沙,4603,46,2022-06-04,0,0,0,0,,
五指山市,五指山,469001,46,2020-06-21,0,0,0,0,0.0,0.0
琼海市,琼海,469002,46,2022-06-04,11,5,1,0,,
文昌市,文昌,469005,46,2022-06-04,3,3,0,0,,
万宁市,万宁,469006,46,2022-06-04,14,13,0,0,,
东方市,东方,469007,46,2022-06-04,3,2,1,0,,
定安县,定安县,469021,46,2022-06-04,3,2,1,0,,
屯昌县,屯昌县,469022,46,2020-06-21,0,0,0,0,0.0,0.0
澄迈县,澄迈县,469023,46,2022-06-04,9,8,1,0,,
临高县,临高县,469024,46,2022-06-04,6,6,0,0,,
白沙黎族自治县,白沙黎族自治县,469025,46,2020-06-21,0,0,0,0,0.0,0.0
昌江黎族自治县,昌江,469026,46,2020-06-21,0,0,0,0,0.0,0.0
乐东黎族自治县,乐东,469027,46,2022-06-04,2,2,0,0,,
陵水黎族自治县,陵水,469028,46,2020-06-21,0,0,0,0,0.0,0.0
保亭黎族苗族自治县,保亭,469029,46,2022-06-04,3,3,0,0,,
琼中黎族苗族自治县,,469030,46,2022-06-04,,,,,,
儋州市,儋州,4604,46,2022-06-04,17,14,1,0,,
重庆市,重庆,50,0,2022-06-04,713,704,6,0,1.0,0.0
万州区,万州区,500101,50,2022-06-04,118,114,4,0,,
涪陵区,涪陵区,500102,50,2022-06-04,5,5,0,0,,
渝中区,渝中区,500103,50,2022-06-04,20,20,0,0,,
大渡口区,大渡口区,500104,50,2022-06-04,7,7,0,0,,
江北区,江北区,500105,50,2022-06-04,29,29,0,0,,
沙坪坝区,沙坪坝区,500106,50,2022-06-04,10,10,0,0,,
九龙坡区,九龙坡区,500107,50,2022-06-04,23,22,1,0,,
南岸区,南岸区,500108,50,2022-06-04,18,18,0,0,,
北碚区,北碚区,500109,50,2022-06-04,0,0,0,0,,
綦江区,綦江区,500110,50,2022-06-04,23,23,0,0,,
大足区,大足区,500111,50,2022-06-04,15,15,0,0,,
渝北区,渝北区,500112,50,2022-06-04,21,21,0,0,,
巴南区,巴南区,500113,50,2022-06-04,13,13,0,0,,
黔江区,黔江区,500114,50,2022-06-04,2,2,0,0,,
长寿区,长寿区,500115,50,2022-06-04,24,24,0,0,,
江津区,江津区,500116,50,2022-06-04,7,7,0,0,,
合川区,合川区,500117,50,2022-06-04,23,23,0,0,,
永川区,永川区,500118,50,2022-06-04,9,9,0,0,,
南川区,南川区,500119,50,2022-06-04,0,0,0,0,,
璧山区,璧山区,500120,50,2022-06-04,9,9,0,0,,
铜梁区,铜梁区,500151,50,2022-06-04,10,10,0,0,,
潼南区,潼南区,500152,50,2022-06-04,18,18,0,0,,
荣昌区,荣昌区,500153,50,2022-06-04,9,9,0,0,,
开州区,开州区,500154,50,2022-06-04,21,20,1,0,,
县,,5002,50,2022-06-04,,,,,,
四川省,四川,51,0,2022-06-04,2343,2227,3,4,24.0,0.0
成都市,成都,5101,51,2022-06-04,323,248,3,0,,
自贡市,自贡,5103,51,2022-06-04,10,10,0,0,,
攀枝花市,攀枝花,5104,51,2022-06-04,16,16,0,0,,
泸州市,泸州,5105,51,2022-06-04,25,25,0,0,,
德阳市,德阳,5106,51,2022-06-04,21,19,0,0,,
绵阳市,绵阳,5107,51,2022-06-04,23,23,0,0,,
广元市,广元,5108,51,2022-06-04,7,6,0,0,,
遂宁市,遂宁,5109,51,2022-06-04,22,21,0,0,,
内江市,内江,5110,51,2022-06-04,22,22,0,0,,
乐山市,乐山,5111,51,2022-06-04,12,8,0,0,,
南充市,南充,5113,51,2022-06-04,39,39,0,0,,
眉山市,眉山,5114,51,2022-06-04,9,9,0,0,,
宜宾市,宜宾,5115,51,2022-06-04,14,13,0,0,,
广安市,广安,5116,51,2022-06-04,255,31,0,0,,
达州市,达州,5117,51,2022-06-04,45,42,0,0,,
雅安市,雅安,5118,51,2022-06-04,8,8,0,0,,
巴中市,巴中,5119,51,2022-06-04,34,24,0,0,,
资阳市,资阳,5120,51,2022-06-04,5,4,0,0,,
阿坝藏族羌族自治州,阿坝,5132,51,2022-06-04,1,1,0,0,,
甘孜藏族自治州,甘孜,5133,51,2022-06-04,78,78,0,0,,
凉山彝族自治州,凉山,5134,51,2022-06-04,13,13,0,0,,
贵州省,贵州,52,0,2022-06-04,185,183,2,0,0.0,0.0
贵阳市,贵阳,5201,52,2022-06-04,39,38,1,0,,
六盘水市,六盘水,5202,52,2022-06-04,10,9,1,0,,
遵义市,遵义,5203,52,2022-06-04,56,55,0,0,,
安顺市,安顺,5204,52,2022-06-04,5,5,0,0,,
毕节市,毕节,5205,52,2022-06-04,23,23,0,0,,
铜仁市,铜仁,5206,52,2022-06-04,12,12,0,0,,
黔西南布依族苗族自治州,黔西南州,5223,52,2022-06-04,8,8,0,0,,
黔东南苗族侗族自治州,黔东南州,5226,52,2022-06-04,14,14,0,0,,
黔南布依族苗族自治州,黔南州,5227,52,2022-06-04,17,17,0,0,,
云南省,云南,53,0,2022-06-04,2152,2130,2,2,0.0,0.0
昆明市,昆明,5301,53,2022-06-04,68,62,0,0,,
曲靖市,曲靖,5303,53,2022-06-04,15,13,0,0,,
玉溪市,玉溪,5304,53,2022-06-04,14,13,1,0,,
保山市,保山市,5305,53,2022-06-04,11,9,0,0,,
昭通市,昭通市,5306,53,2022-06-04,26,25,0,0,,
丽江市,丽江市,5307,53,2022-06-04,7,7,0,0,,
普洱市,普洱,5308,53,2022-06-04,12,4,0,0,,
临沧市,临沧,5309,53,2022-06-04,13,1,0,0,,
楚雄彝族自治州,楚雄州,5323,53,2022-06-04,4,4,0,0,,
红河哈尼族彝族自治州,红河,5325,53,2022-06-04,38,9,0,0,,
文山壮族苗族自治州,文山州,5326,53,2022-06-04,13,5,0,0,,
西双版纳傣族自治州,西双版纳州,5328,53,2022-06-04,21,14,1,0,,
大理白族自治州,大理,5329,53,2022-06-04,13,13,0,0,,
德宏傣族景颇族自治州,德宏州,5331,53,2022-06-04,377,377,0,0,,
怒江傈僳族自治州,怒江傈僳族自治州,5333,53,2020-07-22,0,0,0,0,0.0,0.0
迪庆藏族自治州,迪庆藏族自治州,5334,53,2020-07-22,0,0,0,0,0.0,0.0
西藏自治区,西藏,54,0,2022-06-04,1,1,0,0,0.0,0.0
拉萨市,拉萨,5401,54,2022-06-04,1,1,0,0,,
日喀则市,日喀则,5402,54,2022-06-04,0,0,0,0,,
昌都市,昌都,5403,54,2022-06-04,0,0,0,0,,
林芝市,林芝,5404,54,2022-06-04,0,0,0,0,,
山南市,山南,5405,54,2022-06-04,0,0,0,0,,
那曲地区,那曲,5424,54,2022-06-04,0,0,0,0,,
阿里地区,阿里地区,5425,54,2022-06-04,0,0,0,0,,
陕西省,陕西,61,0,2022-06-04,3283,3278,3,0,1.0,0.0
西安市,西安,6101,61,2022-06-04,2338,2333,3,0,,
铜川市,铜川,6102,61,2022-06-04,26,26,0,0,,
宝鸡市,宝鸡,6103,61,2022-06-04,253,253,0,0,,
咸阳市,咸阳,6104,61,2022-06-04,35,35,0,0,,
渭南市,渭南,6105,61,2022-06-04,22,22,0,0,,
延安市,延安,6106,61,2022-06-04,21,21,0,0,,
汉中市,汉中,6107,61,2022-06-04,57,57,0,0,,
榆林市,榆林,6108,61,2022-06-04,3,3,0,0,,
安康市,安康,6109,61,2022-06-04,34,34,0,0,,
商洛市,商洛,6110,61,2022-06-04,8,8,0,0,,
甘肃省,甘肃,62,0,2022-06-04,681,679,2,0,0.0,0.0
兰州市,兰州,6201,62,2022-06-04,355,353,2,0,,
金昌市,金昌,6203,62,2022-06-04,1,1,0,0,,
白银市,白银,6204,62,2022-06-04,23,23,0,0,,
天水市,天水,6205,62,2022-06-04,55,55,0,0,,
武威市,武威,6206,62,2022-06-04,0,0,0,0,,
张掖市,张掖,6207,62,2022-06-04,17,17,0,0,,
平凉市,平凉,6208,62,2022-06-04,9,9,0,0,,
酒泉市,酒泉,6209,62,2022-06-04,1,1,0,0,,
庆阳市,庆阳,6210,62,2022-06-04,3,3,0,0,,
定西市,定西,6211,62,2022-06-04,9,9,0,0,,
