CityCode,CityName,LastUpdate,totalConfirmed,totalHealed,totalDeath,incrConfirmed,incrHealed,incrDeath
3404.0,淮南,2022-01-12,27,27,0,0,,
3406.0,淮北,2022-01-12,27,27,0,0,,
3417.0,池州,2022-01-12,17,17,0,0,,
3411.0,滁州,2022-01-12,13,13,0,0,,
3410.0,黄山,2022-01-12,9,9,0,0,,
3418.0,宣城,2022-01-12,6,6,0,0,,
65.0,新疆,2022-01-12,981,978,3,0,0.0,0.0
6501.0,乌鲁木齐,2022-01-12,845,845,0,0,,
6531.0,喀什,2022-01-12,80,80,0,0,,
6540.0,伊犁州,2022-01-12,19,19,0,0,,
6523.0,昌吉州,2022-01-12,5,5,0,0,,
6521.0,吐鲁番,2022-01-12,3,3,0,0,,
6528.0,巴州,2022-01-12,3,3,0,0,,
6529.0,阿克苏,2022-01-12,1,1,0,0,,
6547.0,兵团第六师五家渠市,2020-08-20,0,0,0,0,0.0,0.0
6545.0,阿拉尔,2020-08-20,0,0,0,0,0.0,0.0
6543.0,阿勒泰,2020-08-20,0,0,0,0,0.0,0.0
6532.0,和田,2020-08-20,0,0,0,0,0.0,0.0
6527.0,博尔塔拉蒙古自治州,2020-08-20,0,0,0,0,0.0,0.0
6542.0,塔城,2020-08-20,0,0,0,0,0.0,0.0
6522.0,哈密,2020-08-20,0,0,0,0,0.0,0.0
6546.0,图木舒克,2020-08-20,0,0,0,0,0.0,0.0
6544.0,兵团第八师石河子市,2020-08-20,0,0,0,0,0.0,0.0
6502.0,克拉玛依,2020-08-20,0,0,0,0,0.0,0.0
6530.0,克孜勒苏柯尔克孜自治州,2020-08-20,0,0,0,0,0.0,0.0
36.0,江西,2022-01-12,959,958,1,0,0.0,0.0
3601.0,南昌,2022-01-12,231,231,0,0,,
3611.0,上饶,2022-01-12,144,144,0,0,,
3605.0,新余,2022-01-12,129,129,0,0,,
3604.0,九江,2022-01-12,117,117,0,0,,
3609.0,宜春,2022-01-12,106,106,0,0,,
3607.0,赣州,2022-01-12,74,73,1,0,,
3610.0,抚州,2022-01-12,72,72,0,0,,
3603.0,萍乡,2022-01-12,33,33,0,0,,
3608.0,吉安,2022-01-12,22,22,0,0,,
3606.0,鹰潭,2022-01-12,18,18,0,0,,
3602.0,景德镇,2022-01-12,6,6,0,0,,
21.0,辽宁,2022-01-12,802,793,2,0,0.0,0.0
2102.0,大连,2022-01-12,470,470,0,0,,
2101.0,沈阳,2022-01-12,78,78,0,0,,
2107.0,锦州,2022-01-12,12,12,0,0,,
2114.0,葫芦岛,2022-01-12,12,11,1,0,,
2108.0,营口,2022-01-12,11,11,0,0,,
2106.0,丹东,2022-01-12,11,11,0,0,,
2111.0,盘锦,2022-01-12,11,11,0,0,,
2109.0,阜新,2022-01-12,8,8,0,0,,
2112.0,铁岭,2022-01-12,8,8,0,0,,
2103.0,鞍山,2022-01-12,4,4,0,0,,
2105.0,本溪,2022-01-12,3,3,0,0,,
2110.0,辽阳,2022-01-12,3,3,0,0,,
2104.0,抚顺,2022-01-12,1,1,0,0,,
2113.0,朝阳,2020-07-31,0,0,0,0,0.0,0.0
12.0,天津,2022-01-12,705,548,3,37,1.0,0.0
120116.0,滨海新区,2022-01-12,13,13,0,0,,
1201.0,外地来津,2022-01-12,6,6,0,0,,
120221.0,宁河区,2022-01-12,4,4,0,0,,
120102.0,河东,2020-09-13,0,0,0,0,0.0,0.0
120103.0,河西,2020-09-13,0,0,0,0,0.0,0.0
120104.0,南开,2020-09-13,0,0,0,0,0.0,0.0
120105.0,河北,2020-09-13,0,0,0,0,0.0,0.0
120101.0,和平,2020-09-13,0,0,0,0,0.0,0.0
120106.0,红桥,2020-09-13,0,0,0,0,0.0,0.0
120113.0,北辰,2020-09-13,0,0,0,0,0.0,0.0
120114.0,武清,2020-09-13,0,0,0,0,0.0,0.0
120115.0,宝坻,2020-09-13,0,0,0,0,0.0,0.0
120110.0,东丽,2020-09-13,0,0,0,0,0.0,0.0
120111.0,西青,2020-09-13,0,0,0,0,0.0,0.0
120112.0,津南,2020-09-13,0,0,0,0,0.0,0.0
120223.0,静海县,2020-09-13,0,0,0,0,0.0,0.0
120225.0,蓟县,2020-09-13,0,0,0,0,0.0,0.0
45.0,广西,2022-01-12,675,437,2,2,1.0,0.0
4501.0,南宁,2022-01-12,56,56,0,0,,
4505.0,北海,2022-01-12,44,43,1,0,,
4506.0,防城港,2022-01-12,39,22,0,0,,
4503.0,桂林,2022-01-12,32,32,0,0,,
4512.0,河池,2022-01-12,28,27,1,0,,
4502.0,柳州,2022-01-12,24,24,0,0,,
4509.0,玉林,2022-01-12,11,11,0,0,,
4513.0,来宾,2022-01-12,11,11,0,0,,
4508.0,贵港,2022-01-12,8,8,0,0,,
4507.0,钦州,2022-01-12,8,8,0,0,,
4504.0,梧州,2022-01-12,5,5,0,0,,
4511.0,贺州,2022-01-12,4,4,0,0,,
4510.0,百色,2022-01-12,3,3,0,0,,
4514.0,崇左,2020-09-13,0,0,0,0,0.0,0.0
50.0,重庆,2022-01-12,611,605,6,0,0.0,0.0
500135.0,云阳县,2022-01-12,25,25,0,0,,
500136.0,奉节县,2022-01-12,22,22,0,0,,
500133.0,忠县,2022-01-12,21,21,0,0,,
500131.0,垫江县,2022-01-12,20,20,0,0,,
500123.0,潼南区,2022-01-12,18,18,0,0,,
500140.0,石柱县,2022-01-12,15,15,0,0,,
500138.0,巫溪县,2022-01-12,14,14,0,0,,
500130.0,丰都县,2022-01-12,10,10,0,0,,
500124.0,铜梁区,2022-01-12,10,10,0,0,,
500137.0,巫山县,2022-01-12,10,10,0,0,,
500127.0,璧山区,2022-01-12,9,9,0,0,,
500126.0,荣昌区,2022-01-12,9,9,0,0,,
500104.0,大渡口区,2022-01-12,7,7,0,0,,
500128.0,梁平区,2022-01-12,4,4,0,0,,
500121.0,高新区,2022-01-12,4,4,0,0,,
500129.0,城口县,2022-01-12,2,2,0,0,,
500143.0,彭水县,2022-01-12,2,2,0,0,,
500132.0,武隆区,2022-01-12,1,1,0,0,,
500120.0,万盛经开区,2022-01-12,1,1,0,0,,
500142.0,酉阳县,2022-01-12,1,1,0,0,,
500141.0,秀山县,2022-01-12,1,1,0,0,,
500134.0,开县,2020-07-22,0,0,0,0,0.0,0.0
500118.0,永川,2020-07-22,0,0,0,0,0.0,0.0
500117.0,合川,2020-07-22,0,0,0,0,0.0,0.0
500116.0,江津,2020-07-22,0,0,0,0,0.0,0.0
500115.0,长寿,2020-07-22,0,0,0,0,0.0,0.0
500119.0,南川,2020-07-22,0,0,0,0,0.0,0.0
500107.0,九龙坡,2020-07-22,0,0,0,0,0.0,0.0
500106.0,沙坪坝,2020-07-22,0,0,0,0,0.0,0.0
500105.0,江北,2020-07-22,0,0,0,0,0.0,0.0
500109.0,北碚,2020-07-22,0,0,0,0,0.0,0.0
500108.0,南岸,2020-07-22,0,0,0,0,0.0,0.0
500110.0,綦江,2020-07-22,0,0,0,0,0.0,0.0
500114.0,黔江,2020-07-22,0,0,0,0,0.0,0.0
500113.0,巴南,2020-07-22,0,0,0,0,0.0,0.0
500112.0,渝北,2020-07-22,0,0,0,0,0.0,0.0
500111.0,大足,2020-07-22,0,0,0,0,0.0,0.0
500103.0,渝中,2020-07-22,0,0,0,0,0.0,0.0
500102.0,涪陵,2020-07-22,0,0,0,0,0.0,0.0
500101.0,万州,2020-07-22,0,0,0,0,0.0,0.0
22.0,吉林,2022-01-12,590,584,3,0,0.0,0.0
2205.0,通化,2022-01-12,313,312,1,0,,
2201.0,长春,2022-01-12,150,150,0,0,,
2202.0,吉林,2022-01-12,50,49,1,0,,
2203.0,四平,2022-01-12,17,16,1,0,,
2204.0,辽源,2022-01-12,7,7,0,0,,
2207.0,松原,2022-01-12,6,6,0,0,,
2224.0,延边,2022-01-12,5,5,0,0,,
2208.0,白城,2022-01-12,1,1,0,0,,
2206.0,白山,2020-06-21,0,0,0,0,0.0,0.0
62.0,甘肃,2022-01-12,356,354,2,0,0.0,0.0
6201.0,兰州,2022-01-12,119,117,2,0,,
6205.0,天水,2022-01-12,51,51,0,0,,
6207.0,张掖,2022-01-12,17,17,0,0,,
6211.0,定西,2022-01-12,9,9,0,0,,
6208.0,平凉,2022-01-12,9,9,0,0,,
6212.0,陇南,2022-01-12,6,6,0,0,,
6202.0,嘉峪关,2022-01-12,5,5,0,0,,
6204.0,白银,2022-01-12,4,4,0,0,,
6229.0,临夏,2022-01-12,3,3,0,0,,
6210.0,庆阳,2022-01-12,3,3,0,0,,
6203.0,金昌,2022-01-12,1,1,0,0,,
6209.0,酒泉,2020-06-21,0,0,0,0,0.0,0.0
6206.0,武威,2020-06-21,0,0,0,0,0.0,0.0
6230.0,甘南,2020-06-21,0,0,0,0,0.0,0.0
14.0,山西,2022-01-12,266,265,0,0,0.0,0.0
1407.0,晋中,2022-01-12,41,41,0,0,,
1401.0,太原,2022-01-12,21,21,0,0,,
1408.0,运城,2022-01-12,20,19,0,0,,
1402.0,大同,2022-01-12,12,12,0,0,,
1405.0,晋城,2022-01-12,10,10,0,0,,
1404.0,长治,2022-01-12,8,8,0,0,,
1406.0,朔州,2022-01-12,8,8,0,0,,
1409.0,忻州,2022-01-12,7,7,0,0,,
1411.0,吕梁,2022-01-12,6,6,0,0,,
1403.0,阳泉,2022-01-12,4,4,0,0,,
1410.0,临汾,2022-01-12,2,2,0,0,,
46.0,海南,2022-01-12,190,184,6,0,0.0,0.0
4602.0,三亚,2022-01-12,55,54,1,0,,
4601.0,海口,2022-01-12,41,41,0,0,,
4632.0,儋州,2022-01-12,15,14,1,0,,
4634.0,万宁,2022-01-12,13,13,0,0,,
4638.0,澄迈县,2022-01-12,9,8,1,0,,
4631.0,琼海,2022-01-12,6,5,1,0,,
4639.0,临高县,2022-01-12,6,6,0,0,,
4633.0,文昌,2022-01-12,3,3,0,0,,
4635.0,东方,2022-01-12,3,2,1,0,,
4636.0,定安县,2022-01-12,3,2,1,0,,
4642.0,乐东,2022-01-12,2,2,0,0,,
4645.0,琼中县,2022-01-12,1,1,0,0,,
4640.0,白沙黎族自治县,2020-06-21,0,0,0,0,0.0,0.0
4644.0,保亭县,2020-06-21,0,0,0,0,0.0,0.0
4646.0,西沙群岛,2020-06-21,0,0,0,0,0.0,0.0
4648.0,中沙群岛的岛礁及其海域,2020-06-21,0,0,0,0,0.0,0.0
4637.0,屯昌县,2020-06-21,0,0,0,0,0.0,0.0
4630.0,五指山,2020-06-21,0,0,0,0,0.0,0.0
4641.0,昌江,2020-06-21,0,0,0,0,0.0,0.0
4643.0,陵水,2020-06-21,0,0,0,0,0.0,0.0
4647.0,南沙群岛,2020-06-21,0,0,0,0,0.0,0.0
52.0,贵州,2022-01-12,160,157,2,0,0.0,0.0
5203.0,遵义,2022-01-12,44,44,0,0,,
5201.0,贵阳,2022-01-12,36,35,1,0,,
5205.0,毕节,2022-01-12,23,23,0,0,,
5227.0,黔南州,2022-01-12,17,17,0,0,,
5206.0,铜仁,2022-01-12,11,10,0,0,,
5226.0,黔东南州,2022-01-12,10,10,0,0,,
5202.0,六盘水,2022-01-12,10,9,1,0,,
5223.0,黔西南州,2022-01-12,4,4,0,0,,
5204.0,安顺,2022-01-12,4,4,0,0,,
64.0,宁夏,2022-01-12,122,122,0,0,0.0,0.0
6401.0,银川,2022-01-12,68,68,0,0,,
6403.0,吴忠,2022-01-12,39,39,0,0,,
6404.0,固原,2022-01-12,5,5,0,0,,
6405.0,中卫,2022-01-12,4,4,0,0,,
6402.0,石嘴山,2022-01-12,1,1,0,0,,
82.0,澳门,2022-01-12,79,77,0,0,0.0,0.0
63.0,青海,2022-01-12,30,30,0,0,0.0,0.0
6301.0,西宁,2022-01-12,26,26,0,0,,
6322.0,海北州,2022-01-12,3,3,0,0,,
6321.0,海东,2022-01-12,1,1,0,0,,
54.0,西藏,2022-01-12,1,1,0,0,0.0,0.0
5401.0,拉萨,2022-01-12,1,1,0,0,,
